	standard_concept_name
18751	ranitidine 300 MG Oral Capsule [Zantac]
18752	Abuse-Deterrent 12 HR oxycodone hydrochloride 80 MG Extended Release Oral Tablet
18753	nifedipine 10 MG Oral Capsule [Procardia]
18754	methscopolamine bromide 5 MG Oral Tablet [Pamine]
18755	mesna Injectable Solution
18756	20 ML levofloxacin 25 MG/ML Injection
18757	terazosin 5 MG [Hytrin]
18758	ranolazine 500 MG [Ranexa]
18759	acetaminophen 21.7 MG/ML / dextromethorphan hydrobromide 0.667 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution
18760	1 ML morphine sulfate 15 MG/ML Injection
18761	fluticasone propionate 0.00005 MG/MG Topical Ointment [Cutivate]
18762	Breath-Actuated 120 ACTUAT beclomethasone dipropionate 0.04 MG/ACTUAT Metered Dose Inhaler
18763	chlorothiazide 250 MG Oral Tablet
18764	90 DAY estradiol 0.00417 MG/HR Vaginal System
18765	Abuse-Deterrent 12 HR morphine sulfate 60 MG Extended Release Oral Tablet [Arymo]
18766	prucalopride
18767	sulfacetamide sodium 98 MG/ML / sulfur 48 MG/ML Topical Solution
18768	trovafloxacin
18769	folic acid 0.4 MG / vitamin B12 0.5 MG Oral Tablet
18770	benzocaine 200 MG/ML Oral Cream
18771	levetiracetam 500 MG Tablet for Oral Suspension
18772	castor oil 793 MG/ML / Peruvian balsam 88.4 MG/ML / trypsin 0.122 MG/ML Topical Spray [Granulex]
18773	3-Bead 24 HR amphetamine aspartate 6.25 MG / amphetamine sulfate 6.25 MG / dextroamphetamine saccharate 6.25 MG / dextroamphetamine sulfate 6.25 MG Extended Release Oral Capsule
18774	isosorbide dinitrate 10 MG Chewable Tablet
18775	ibuprofen 400 MG Oral Tablet [Dolgesic]
18776	niacin 400 MG
18777	sodium chloride 0.154 MEQ/ML Ophthalmic Irrigation Solution
18778	12 HR theophylline 100 MG Extended Release Oral Capsule
18779	nystatin 100000 UNT/ML / triamcinolone acetonide 1 MG/ML Topical Cream [Mytrex]
18780	2 ML fentanyl 0.05 MG/ML Injection
18781	amoxicillin 80 MG/ML Oral Suspension
18782	brexpiprazole 0.5 MG Oral Tablet
18783	olmesartan medoxomil 40 MG Oral Tablet [Benicar]
18784	valsartan 160 MG Oral Tablet
18785	thiothixene 5 MG Oral Capsule
18786	cenobamate 50 MG Oral Tablet
18787	terbutaline
18788	lidocaine hydrochloride 4 MG/ML Injection
18789	168 HR granisetron 0.129 MG/HR Transdermal System
18790	{2 (1 ML erenumab-aooe 70 MG/ML Auto-Injector) } Pack
18791	potassium chloride 10 MEQ Extended Release Oral Tablet [K-Tab]
18792	brexpiprazole 1 MG Oral Tablet [Rexulti]
18793	2 ML metoclopramide 5 MG/ML Prefilled Syringe
18794	72 HR fentanyl 0.1 MG/HR Transdermal System
18795	0.5 ML sumatriptan 8 MG/ML Cartridge
18796	24 HR paroxetine hydrochloride 12.5 MG Extended Release Oral Tablet
18797	gentamicin 10 MG/ML Injectable Solution
18798	oxyquinoline sulfate 0.00025 MG/MG / sodium dodecyl sulfate 0.0001 MG/MG Vaginal Gel
18799	40/60 Release 24 HR methylphenidate hydrochloride 20 MG Extended Release Oral Capsule [Aptensio]
18800	hypromellose 17 MG/ML Ophthalmic Solution
18801	isometheptene
18802	1 ML heparin sodium, porcine 10 UNT/ML Injection
18803	doxepin 25 MG
18804	gabapentin 400 MG
18805	erythromycin 333 MG
18806	clonazepam 0.25 MG [Klonopin]
18807	indacaterol 0.075 MG Inhalation Powder [Arcapta]
18808	ziprasidone Injection
18809	0.5 ML sumatriptan 12 MG/ML Jet Injector
18810	{1 (1.2 ML) (interferon alfa-2b 15000000 UNT/ML Injectable Solution [Intron A]) / 70 (ribavirin 200 MG Oral Capsule [Rebetol]) } Pack [Rebetron Combination Package for Patients < = 75 KG, Intron A 15,000,000 UNT/ML Multi-Dose Pen / 70 Rebetol Capsules]
18811	piroxicam 10 MG
18812	24 HR metronidazole 750 MG Extended Release Oral Tablet
18813	amitriptyline hydrochloride 10 MG / perphenazine 2 MG Oral Tablet [Triavil]
18814	diclofenac Topical Cream
18815	lisdexamfetamine dimesylate 50 MG Chewable Tablet
18816	olmesartan medoxomil 20 MG
18817	acetaminophen 325 MG / chlorpheniramine maleate 4 MG / phenylephrine hydrochloride 10 MG Oral Tablet
18818	calcium carbonate 500 MG / ergocalciferol 375 MG Oral Tablet
18819	phenazopyridine 100 MG
18820	1 ML erenumab-aooe 70 MG/ML Prefilled Syringe [Aimovig]
18821	vitamin E 30 UNT Oral Capsule
18822	enoxaparin
18823	glimepiride 1 MG Oral Tablet
18824	omeprazole 20 MG Delayed Release Oral Tablet [Prilosec]
18825	morphine sulfate 20 MG Extended Release Oral Capsule
18826	12 HR bupropion hydrochloride 200 MG Extended Release Oral Tablet
18827	1 ML meperidine hydrochloride 25 MG/ML Injection
18828	dofetilide
18829	atomoxetine 18 MG Oral Capsule
18830	hydrocortisone acetate 10 MG/ML / pramoxine hydrochloride 10 MG/ML Rectal Foam [Proctofoam-HC]
18831	calcium carbonate 600 MG / cholecalciferol 0.01 MG Oral Tablet
18832	3 ML insulin glargine-yfgn 100 UNT/ML Pen Injector [Semglee]
18833	sotalol hydrochloride 120 MG Oral Tablet [Betapace]
18834	armodafinil 50 MG Oral Tablet
18835	desonide 0.0005 MG/MG Topical Gel [Desonate]
18836	warfarin sodium 4 MG Oral Tablet [Marfarin]
18837	gentamicin 1 MG/ML Topical Cream [Garamycin]
18838	torsemide 10 MG Oral Tablet [Demadex]
18839	salsalate 750 MG Oral Tablet [Salsitab]
18840	ipratropium bromide 0.021 MG/ACTUAT Metered Dose Nasal Spray [Atrovent]
18841	magnesium sulfate 0.0277 MEQ/ML / potassium sulfate 0.0374 MEQ/ML / sodium sulfate 0.257 MEQ/ML Oral Solution
18842	lovastatin 20 MG
18843	atenolol 50 MG [Tenormin]
18844	ascorbic acid 60 MG / cuprous oxide 2 MG / dl-alpha tocopheryl acetate 30 MG / lutein 6 MG / zinc oxide 15 MG Oral Capsule [Ocuvite Lutein]
18845	sulfamethoxazole 800 MG / trimethoprim 160 MG Oral Tablet [Septrin]
18846	1 ML tetanus immune globulin, human 250 UNT/ML Prefilled Syringe [Hypertet]
18847	cetirizine hydrochloride 5 MG [Zyrtec]
18848	influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 50000000 MG/ML / influenza A-California-7-2009-(H1N1)v-like virus vaccine 50000000 MG/ML / influenza B virus vaccine B/Brisbane/60/2008 antigen 50000000 MG/ML / influenza B virus vaccine,...
18849	salicylic acid 20 MG/ML / zinc pyrithione 10 MG/ML Medicated Shampoo
18850	polidocanol 10 MG/ML Injection
18851	hydrocortisone acetate 10 MG/ML / lidocaine hydrochloride 10 MG/ML Topical Cream
18852	1.7 ML articaine hydrochloride 40 MG/ML / epinephrine 0.01 MG/ML Cartridge
18853	20 ML ziconotide acetate 0.025 MG/ML Injection
18854	calcium pantothenate 500 MG Oral Tablet
18855	triamcinolone acetonide 5 MG/ML [Kenalog]
18856	fluoxetine 6 MG
18857	fluticasone propionate 0.5 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT [Advair]
18858	ferrous sulfate / folic acid Extended Release Oral Tablet [Slow Fe with Folic Acid]
18859	Osmotic 24 HR nifedipine 90 MG Extended Release Oral Tablet
18860	aspirin 325 MG / butalbital 50 MG / caffeine 40 MG Oral Tablet
18861	carbidopa 25 MG / levodopa 100 MG Oral Tablet
18862	trimethobenzamide hydrochloride 100 MG/ML Injectable Solution
18863	sildenafil 25 MG Oral Tablet [Viagra]
18864	caffeine 100 MG / ergotamine tartrate 2 MG / levorotatory alkaloids of belladonna 0.125 MG / pentobarbital 60 MG Rectal Suppository
18865	mesalamine 66.7 MG/ML Enema [Rowasa]
18866	fentanyl 0.05 MG/ML Injection
18867	0.5 ML albiglutide 60 MG/ML Pen Injector
18868	bromocriptine 5 MG Oral Capsule
18869	cyclosporine, modified 100 MG Oral Capsule [Gengraf]
18870	benzoyl peroxide 50 MG/ML Medicated Liquid Soap
18871	24 HR diltiazem hydrochloride 360 MG Extended Release Oral Tablet
18872	1 ML meperidine hydrochloride 75 MG/ML Cartridge
18873	Breath-Actuated 120 ACTUAT beclomethasone dipropionate 0.08 MG/ACTUAT Metered Dose Inhaler
18874	droperidol
18875	carbinoxamine maleate 0.8 MG/ML / dextromethorphan hydrobromide 3 MG/ML / pseudoephedrine hydrochloride 12 MG/ML Oral Solution
18876	atomoxetine 10 MG Oral Capsule [Strattera]
18877	metaproterenol sulfate 4 MG/ML Inhalation Solution
18878	vortioxetine 10 MG Oral Tablet
18879	furosemide 500 MG Oral Tablet [Lasix]
18880	epinephrine 1 MG/ML Injectable Solution [Twinject]
18881	fentanyl 0.4 MG Oral Lozenge
18882	alclometasone dipropionate 0.0005 MG/MG Topical Ointment [Aclovate]
18883	500 ML glucose 50 MG/ML / potassium chloride 0.02 MEQ/ML / sodium chloride 4.5 MG/ML Injection
18884	calcium carbonate 500 MG Oral Capsule
18885	hydroxyzine hydrochloride 25 MG [Atarax]
18886	glucosamine 500 MG
18887	azithromycin 500 MG [Zithromax]
18888	perindopril erbumine 2 MG Oral Tablet
18889	mannitol 200 MG/ML Injection [Osmitrol]
18890	84 HR estradiol 0.00313 MG/HR Transdermal System [Alora]
18891	Abuse-Deterrent 12 HR oxycodone 36 MG Extended Release Oral Capsule
18892	methadone hydrochloride 1 MG/ML Oral Solution [Methex]
18893	loratadine 10 MG Oral Tablet [Agistam]
18894	thiothixene 10 MG Oral Capsule [Navane]
18895	azilsartan
18896	niacin 750 MG Extended Release Oral Tablet [Endur-Amide]
18897	theophylline 400 MG [Theo-24]
18898	atropine sulfate 0.005 MG/ML / diphenoxylate hydrochloride 0.5 MG/ML Oral Solution [Lomotil]
18899	ubidecarenone 100 MG/ML Oral Solution [LiQsorb]
18900	ascorbic acid 1000 MG
18901	tenecteplase 50 MG Injection [Tnkase]
18902	copper sulfate 0.8 MG / ferrous fumarate 324 MG / folic acid 1 MG / magnesium sulfate 6.9 MG / manganese sulfate 1.3 MG / niacinamide 30 MG / pantothenic acid 10 MG / pyridoxine 5 MG / riboflavin 6 MG / sodium ascorbate 200 MG / thiamine 10 MG / vitami...
18903	phenol 5 MG/ML Mucosal Spray [Chloraseptic Spray]
18904	butoconazole nitrate 20 MG/ML Vaginal Cream [Mycelex-3]
18905	hydroquinone 0.04 MG/MG [Solaquin Forte]
18906	aluminum hydroxide 40 MG/ML / magnesium hydroxide 40 MG/ML / simethicone 4 MG/ML Oral Suspension [Ri-Mox Plus]
18907	ascorbic acid 200 MG
18908	vitamin A 5000 UNT
18909	ranitidine
18910	buprenorphine 0.15 MG Buccal Film
18911	metolazone 10 MG Oral Tablet
18912	diltiazem hydrochloride 90 MG Oral Tablet
18913	erythromycin 500 MG Delayed Release Oral Tablet [Ery-Tab]
18914	24 HR rotigotine 0.0417 MG/HR Transdermal System [Neupro]
18915	olanzapine 10 MG Injection [Zyprexa]
18916	solifenacin
18917	chloroprocaine hydrochloride 10 MG/ML Injectable Solution
18918	metoprolol succinate 100 MG Extended Release Oral Tablet
18919	1.5 ML fremanezumab-vfrm 150 MG/ML Prefilled Syringe
18920	50 ML morphine sulfate 50 MG/ML Injection
18921	miconazole nitrate 20 MG/ML Topical Cream [Mitrazol]
18922	urea 0.2 MG/MG Topical Ointment
18923	acetaminophen 650 MG Oral Tablet [Pain-Eze]
18924	ibuprofen 800 MG Oral Tablet [Saleto-800]
18925	capsaicin 2.5 MG/ML Topical Cream [Zostrix]
18926	acetaminophen 300 MG / oxycodone hydrochloride 7.5 MG Oral Tablet
18927	gabapentin enacarbil 300 MG Extended Release Oral Tablet
18928	spironolactone 100 MG [Aldactone]
18929	{28 (tolvaptan 30 MG Oral Tablet [Jynarque]) / 28 (tolvaptan 90 MG Oral Tablet [Jynarque]) } Pack [Jynarque 90/30 Carton]
18930	influenza A virus vaccine, A-Texas-50-2012 X-223A (H3N2), inactivated 0.03 MG/ML / influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.03 MG/ML / influenza B virus vaccine B/Brisbane/60/2008 antigen 0.03 MG/ML / influenza B virus vaccine, B-Mass...
18931	Folic Acid 0.4 MG Oral Capsule
18932	sulfacetamide sodium 100 MG/ML / sulfur 10 MG/ML Medicated Liquid Soap [BP 10-Wash]
18933	meperidine 25 MG
18934	dapagliflozin 5 MG / metformin hydrochloride 1000 MG Extended Release Oral Tablet [Xigduo]
18935	calcium carbonate 100 MG/ML / simethicone 4 MG/ML Oral Suspension
18936	24 HR dapagliflozin 10 MG / metformin hydrochloride 500 MG Extended Release Oral Tablet
18937	sulfamethoxazole 400 MG / trimethoprim 80 MG Oral Tablet [Bactrim]
18938	cobicistat 150 MG Oral Tablet
18939	hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet
18940	isotretinoin 20 MG Oral Capsule [Myorisan]
18941	lamotrigine 150 MG Oral Tablet [Subvenite]
18942	potassium chloride 8 MEQ Extended Release Oral Capsule [Klor-Con]
18943	0.5 ML paliperidone palmitate 156 MG/ML Prefilled Syringe [Invega]
18944	glycerin 144 MG/ML / petrolatum 150 MG/ML / phenylephrine hydrochloride 2.5 MG/ML / pramoxine hydrochloride 10 MG/ML Rectal Cream
18945	tramadol hydrochloride 50 MG [Ultram]
18946	naproxen 250 MG [Naprosyn]
18947	amoxicillin 125 MG / clavulanate 31.2 MG [Augmentin]
18948	prednisolone 15 MG [Orapred]
18949	tapentadol 75 MG Oral Tablet
18950	naphazoline hydrochloride 0.27 MG/ML / pheniramine maleate 3.15 MG/ML Ophthalmic Solution [Opcon-A]
18951	Tacrolimus 0.25 MG Oral Tablet
18952	0.5 ML influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.12 MG/ML / influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.12 MG/ML / influenza B virus vaccine, B-Wisconsin-1-2010-like virus 0.12 MG/ML Prefilled Syringe [Fluzone Hi...
18953	glucose 254 MG/ML Oral Solution
18954	Lumateperone 42 MG Oral Capsule
18955	salicylic acid 275 MG/ML Topical Solution
18956	selenium sulfide 10 MG/ML Medicated Shampoo [Selsun Blue]
18957	24 HR niacin 1000 MG / simvastatin 20 MG Extended Release Oral Tablet
18958	{12 (prednisone 5 MG Oral Tablet) } Pack
18959	diphenhydramine hydrochloride 2.5 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution [Benadryl Allergy Sinus]
18960	lidocaine hydrochloride 0.04 MG/MG / menthol 0.01 MG/MG Medicated Patch [eLenza Patch]
18961	griseofulvin 330 MG
18962	hydrochlorothiazide 25 MG / losartan potassium 100 MG [Hyzaar]
18963	flecainide acetate 50 MG [Tambocor]
18964	homatropine hydrobromide 20 MG/ML Ophthalmic Solution
18965	methylene blue Topical Solution
18966	{7 (lansoprazole 15 MG Delayed Release Oral Capsule [Prevacid]) / 14 (naproxen 500 MG Oral Tablet [Naprosyn]) } Pack [Prevacid NapraPac 500]
18967	labetalol hydrochloride 300 MG [Trandate]
18968	aprepitant 80 MG [Emend]
18969	oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray [Nasin]
18970	pseudoephedrine hydrochloride 30 MG / triprolidine hydrochloride 2.5 MG Oral Tablet
18971	nefazodone hydrochloride 25 MG
18972	fenofibrate 90 MG Oral Capsule [Antara]
18973	cholecalciferol 1.25 MG / menatetrenone 0.2 MG Oral Capsule
18974	hydrochlorothiazide 12.5 MG / lisinopril 10 MG Oral Tablet
18975	albuterol 5 MG/ML Inhalation Solution
18976	{56 (24 HR clarithromycin 500 MG Extended Release Oral Tablet) } Pack
18977	5 ML fentanyl 0.05 MG/ML Injection
18978	calcium acetate
18979	sevelamer hydrochloride 403 MG Oral Capsule
18980	ketoconazole
18981	lacosamide 100 MG Oral Tablet
18982	morphine sulfate 4 MG/ML Injection
18983	morphine sulfate 10 MG/ML Injectable Solution
18984	bacitracin 0.4 UNT/MG / hydrocortisone 0.01 MG/MG / neomycin 0.0035 MG/MG / polymyxin B 5 UNT/MG Topical Ointment [Cortisporin Ointment]
18985	fenofibrate 200 MG Oral Capsule
18986	fenofibrate 48 MG Oral Tablet [Tricor]
18987	perphenazine 16 MG Oral Tablet
18988	24 HR pramipexole dihydrochloride 4.5 MG Extended Release Oral Tablet
18989	edoxaban 30 MG Oral Tablet
18990	levodopa
18991	meperidine hydrochloride 10 MG/ML Oral Solution
18992	9 HR methylphenidate 3.33 MG/HR Transdermal System [Daytrana]
18993	{1 (ascorbic acid 7540 MG / polyethylene glycol 3350 40000 MG / potassium chloride 1200 MG / sodium ascorbate 48110 MG / sodium chloride 3200 MG Powder for Oral Solution) / 1 (polyethylene glycol 3350 100000 MG / potassium chloride 1000 MG / sodium chl...
18994	prednisone 20 MG
18995	sodium bicarbonate 1000 MG
18996	sodium acetate 2 MEQ/ML
18997	ticlopidine hydrochloride 250 MG Oral Tablet [Ticlid]
18998	dexbrompheniramine maleate 2 MG Oral Tablet [Ala-Hist IR]
18999	nefazodone hydrochloride 50 MG Oral Tablet [Serzone]
19000	hydrocortisone 10 MG/ML Topical Solution [Sarnol-HC]
19001	desonide 0.5 MG/ML Topical Cream [Tridesilon]
19002	zinc oxide 60 MG/ML Topical Cream
19003	hydrocortisone 0.01 MG/MG Rectal Ointment [Anusol HC]
19004	camphor 0.047 MG/MG / Eucalyptus oil 0.01 MG/MG / menthol 0.02 MG/MG Topical Gel
19005	hyoscyamine sulfate 0.12 MG / methenamine 120 MG / methylene blue 10 MG / phenyl salicylate 36 MG / sodium phosphate, monobasic 40.8 MG Oral Capsule
19006	mineral oil 5 MG/ML
19007	sodium chloride 21 MG/ML Nasal Solution
19008	guaifenesin 18 MG/ML / hydrocodone bitartrate 0.6 MG/ML Oral Solution
19009	oxymetazoline hydrochloride 0.5 MG/ML Nasal Spray [Duration]
19010	aspirin 500 MG / hydrocodone bitartrate 5 MG Oral Tablet [Panasal]
19011	tacrolimus 0.5 MG [Prograf]
19012	phenazopyridine hydrochloride 95 MG Oral Tablet [Azo-Gesic]
19013	calcium carbonate 200 MG / folic acid 1 MG / pyridoxine 75 MG / vitamin B12 0.012 MG Oral Tablet [Premesis Rx]
19014	levofloxacin 250 MG Oral Tablet [Levaquin]
19015	fluticasone furoate 0.0275 MG/ACTUAT Metered Dose Nasal Spray
19016	docusate sodium 50 MG Oral Capsule
19017	haloperidol 5 MG Oral Tablet
19018	cobicistat 150 MG / darunavir 800 MG / emtricitabine 200 MG / tenofovir alafenamide 10 MG Oral Tablet
19019	nefazodone hydrochloride 200 MG Oral Tablet
19020	piperacillin 3000 MG / tazobactam 375 MG Injection
19021	2 ML fosphenytoin sodium 75 MG/ML Injection
19022	100 ML gentamicin 1 MG/ML Injection
19023	esomeprazole 40 MG Granules for Oral Suspension
19024	morphine sulfate 30 MG Extended Release Oral Tablet [MS Contin]
19025	24 HR quetiapine 300 MG Extended Release Oral Tablet [Seroquel]
19026	ganciclovir
19027	aspirin 325 MG Oral Tablet [Uni-Tren]
19028	ibuprofen 400 MG Oral Tablet [Apsifen]
19029	phenylephrine hydrochloride 10 MG Oral Tablet [Sudafed PE]
19030	potassium iodide 1000 MG/ML Oral Solution [SSKI brand of Potassium Iodide]
19031	meperidine 100 MG
19032	Lactobacillus acidophilus 25000000 UNT / pectin 100 MG Oral Tablet
19033	melatonin 10 MG Sublingual Tablet
19034	penicillin G potassium 22500 UNT/ML Injectable Solution
19035	glucose 0.774 MG/MG Oral Gel [Insta-Glucose]
19036	ergotamine tartrate 2 MG Sublingual Tablet [Ergostat]
19037	dextromethorphan hydrobromide 2 MG/ML / guaifenesin 40 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Suspension
19038	aspirin 325 MG / oxycodone hydrochloride 4.5 MG / oxycodone terephthalate 0.38 MG Oral Tablet
19039	prednisolone 30 MG Disintegrating Oral Tablet
19040	capsaicin 0.25 MG/ML / menthol 10 MG/ML / methyl salicylate 120 MG/ML Topical Cream
19041	vancomycin 100 MG/ML Injectable Solution [Vancocin]
19042	fluoxetine 90 MG [Prozac]
19043	ergocalciferol 400 UNT / vitamin A 10000 UNT Oral Tablet
19044	mineral oil 0.14 MG/MG / petrolatum 0.719 MG/MG / phenylephrine hydrochloride 0.0025 MG/MG Rectal Ointment [Atopalm Hemorrhoidal]
19045	acetaminophen 500 MG / hydrocodone bitartrate 5 MG [Anexsia]
19046	benzoyl peroxide 80 MG/ML Medicated Liquid Soap [Brevoxyl]
19047	chlorpheniramine maleate 0.4 MG/ML Oral Solution
19048	benzoyl peroxide 60 MG/ML Medicated Pad [Triaz]
19049	meropenem 1000 MG / vaborbactam 1000 MG Injection
19050	metformin hydrochloride 1000 MG / saxagliptin 2.5 MG [Kombiglyze]
19051	oxycodone hydrochloride 5 MG [Roxicodone]
19052	lidocaine hydrochloride 10 MG/ML Injectable Solution
19053	benztropine mesylate 2 MG Oral Tablet
19054	atorvastatin 80 MG Oral Tablet
19055	potassium chloride 1.33 MEQ/ML Oral Solution
19056	lidocaine hydrochloride 15 MG/ML Injection
19057	12 HR oxycodone hydrochloride 40 MG Extended Release Oral Tablet
19058	1 ML nalbuphine hydrochloride 20 MG/ML Injection
19059	cariprazine 4.5 MG Oral Capsule [Vraylar]
19060	naproxen 250 MG Oral Tablet [Naprosyn]
19061	enalapril maleate 2.5 MG Oral Tablet [Vasotec]
19062	cyclosporine 0.9 MG/ML Ophthalmic Solution
19063	sulfacetamide sodium 100 MG/ML Ophthalmic Solution [Ocu-Sul]
19064	trifluridine
19065	10 ML heparin sodium, porcine 2500 UNT/ML Injection
19066	100 ML albumin human, USP 250 MG/ML Injection [Alburx]
19067	5 ML diltiazem hydrochloride 5 MG/ML Prefilled Syringe
19068	metoprolol succinate 25 MG [Toprol]
19069	clonidine 0.00417 MG/HR Transdermal System
19070	calcium carbonate 800 MG / famotidine 10 MG / magnesium hydroxide 165 MG Chewable Tablet [Pepcid Complete]
19071	acetaminophen 300 MG / oxycodone hydrochloride 2.5 MG Oral Tablet
19072	diosmin
19073	miglitol 50 MG Oral Tablet [Glyset]
19074	100 ML calcium gluconate 10 MG/ML Injection
19075	ceftaroline fosamil 400 MG Injection [Teflaro]
19076	streptomycin 1000 MG Injection
19077	potassium chloride 8 MEQ
19078	fluvoxamine maleate 150 MG [Luvox]
19079	thioridazine 100 MG
19080	benzoyl peroxide 30 MG/ML Topical Cream
19081	acetaminophen 500 MG Oral Tablet [CounterAct Pain]
19082	fluocinolone acetonide 0.0001 MG/MG Topical Ointment
19083	ascorbic acid 250 MG / ferrous fumarate 132 MG Oral Tablet
19084	cefdinir 300 MG
19085	chlorhexidine gluconate 40 MG/ML Medicated Liquid Soap [Calgon Vesta]
19086	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.7 MG/ML Oral Solution
19087	clotrimazole 10 MG/ML Topical Cream [Fungoid (Clotrimazole)]
19088	chlorpheniramine maleate 4 MG / dextromethorphan hydrobromide 20 MG Oral Tablet
19089	12 HR chlorpheniramine polistirex 4 MG / hydrocodone polistirex 5 MG Extended Release Oral Capsule [TussiCaps]
